PC1,FreeEnergy_kJmol
-3.3583458999999998,4.891241933453082
-3.2240577,4.885039614873518
-3.0897695,4.872580977565589
-2.9554812999999998,4.854323711571636
-2.8211931000000003,4.832677814843364
-2.6869049,4.8130072658869185
-2.5526166999999997,4.802191259958006
-2.4183285000000003,4.80490960739015
-2.2840403,4.820180511912754
-2.1497520999999997,4.840976831833902
-2.0154639,4.857803678847683
-1.8811757,4.8641546170623435
-1.7468875,4.859976166290302
-1.6125992999999998,4.850868426799291
-1.4783111,4.844017315396499
-1.3440229,4.843958608123597
-1.2097347,4.850863720261773
-1.0754465,4.862054150551881
-0.9411582999999999,4.874873381294065
-0.8068701,4.888027634321979
-0.6725819,4.900927861442321
-0.5382936999999999,4.912789965812216
-0.4040055,4.922579220425746
-0.26971729999999994,4.929437461941445
-0.13542909999999986,4.933110634579051
-0.0011409000000000002,4.933999536347903
0.13314729999999986,4.932670540647623
0.26743549999999994,4.929015646224441
0.4017237,4.921763091711759
0.5360119000000001,4.909095368182376
0.6703001,4.88953528083899
0.8045882999999998,4.862509699472943
0.9388765000000001,4.829325664428499
1.0731647,4.794068324132965
1.2074528999999998,4.762003523681164
1.3417411000000001,4.736242525132889
1.4760293,4.716830650859399
1.6103174999999998,4.703325672324081
1.7446057000000001,4.697526983867587
1.8788939,4.7032436855635265
2.0131821,4.723175634819174
2.1474703,4.756287758632123
2.2817585,4.798300126359256
2.4160467,4.8432509744677334
2.5503349,4.884315488705442
2.6846231,4.915821346512245
2.8189113,4.936027681279753
2.9531995,4.947082873120959
3.0874877,4.952290376797179
3.2217759,4.9542060901387455
