PC1,PC2,FreeEnergy_kJmol
-2.6869049,-2.3275119,4.999999958337632
-2.6869049,-2.1769353000000002,4.999980742689444
-2.6869049,-2.0263587000000003,4.999867936585183
-2.6869049,-1.8757821000000001,4.999301760815652
-2.6869049,-1.7252055000000002,4.997129273765236
-2.6869049,-1.5746289000000002,4.990625955925774
-2.6869049,-1.4240523000000003,4.975487322095175
-2.6869049,-1.2734757000000003,4.94770998321926
-2.6869049,-1.1228991000000001,4.906459756218787
-2.6869049,-0.9723225000000002,4.853781868472453
-2.6869049,-0.8217459000000003,4.789123728626158
-2.6869049,-0.6711693000000003,4.704372063540081
-2.6869049,-0.5205927000000004,4.586469313552545
-2.6869049,-0.3700161000000004,4.429098279990678
-2.6869049,-0.21943950000000045,4.2482488316258085
-2.6869049,-0.0688629000000005,4.086672928028103
-2.6869049,0.08171369999999945,3.9921836864566256
-2.6869049,0.2322902999999994,3.984502118618682
-2.6869049,0.38286689999999934,4.049558741697739
-2.6869049,0.5334434999999993,4.1644987362757995
-2.6869049,0.6840200999999995,4.3135616064861235
-2.6869049,0.8345966999999996,4.480099689415566
-2.6869049,0.9851732999999996,4.640398361525314
-2.6869049,1.1357498999999995,4.772640056824339
-2.6869049,1.2863264999999995,4.867584570302045
-2.6869049,1.4369030999999994,4.928742336530959
-2.6869049,1.5874796999999994,4.965056410522423
-2.6869049,1.7380562999999993,4.984894481118266
-2.6869049,1.8886328999999993,4.994466904021131
-2.6869049,2.0392094999999992,4.998332677120208
-2.6869049,2.189786099999999,4.9996000994816825
-2.6869049,2.340362699999999,4.999924672670318
-2.6869049,2.490939299999999,4.999988448179854
-2.6869049,2.641515899999999,5.0
-2.6869049,2.792092499999999,5.0
-2.6869049,2.942669099999999,5.0
-2.6869049,3.093245699999999,5.0
-2.6869049,3.243822299999999,5.0
-2.6869049,3.3943988999999988,5.0
-2.6869049,3.5449754999999987,5.0
-2.6869049,3.6955520999999987,5.0
-2.6869049,3.8461286999999986,5.0
-2.6869049,3.9967052999999986,5.0
-2.6869049,4.1472818999999985,5.0
-2.6869049,4.2978584999999985,5.0
-2.6869049,4.448435099999999,5.0
-2.6869049,4.5990117,5.0
-2.5526166999999997,-2.7792417,5.0
-2.5526166999999997,-2.6286651,5.0
-2.5526166999999997,-2.4780885,4.999999958337632
-2.5526166999999997,-2.3275119,4.99999972832723
-2.5526166999999997,-2.1769353000000002,4.999981812532695
-2.5526166999999997,-2.0263587000000003,4.999879745907238
-2.5526166999999997,-1.8757821000000001,4.999375631635504
-2.5526166999999997,-1.7252055000000002,4.997457574368588
-2.5526166999999997,-1.5746289000000002,4.991727367400804
-2.5526166999999997,-1.4240523000000003,4.978299178387971
-2.5526166999999997,-1.2734757000000003,4.953038567085021
-2.5526166999999997,-1.1228991000000001,4.913174717249011
-2.5526166999999997,-0.9723225000000002,4.856260593245235
-2.5526166999999997,-0.8217459000000003,4.776435016208301
-2.5526166999999997,-0.6711693000000003,4.66452755075823
-2.5526166999999997,-0.5205927000000004,4.515648154844529
-2.5526166999999997,-0.3700161000000004,4.339346239142799
-2.5526166999999997,-0.21943950000000045,4.164831691869099
-2.5526166999999997,-0.0688629000000005,4.0341217593534955
-2.5526166999999997,0.08171369999999945,3.9789716838307094
-2.5526166999999997,0.2322902999999994,3.99809460435596
-2.5526166999999997,0.38286689999999934,4.065173262434017
-2.5526166999999997,0.5334434999999993,4.16112651836408
-2.5526166999999997,0.6840200999999995,4.285709895066139
-2.5526166999999997,0.8345966999999996,4.436939036809276
-2.5526166999999997,0.9851732999999996,4.595287086599669
-2.5526166999999997,1.1357498999999995,4.734231232775059
-2.5526166999999997,1.2863264999999995,4.838697004964493
-2.5526166999999997,1.4369030999999994,4.9092414419800425
-2.5526166999999997,1.5874796999999994,4.953587075034848
-2.5526166999999997,1.7380562999999993,4.9792570313401585
-2.5526166999999997,1.8886328999999993,4.99222118031806
-2.5526166999999997,2.0392094999999992,4.997623772258636
-2.5526166999999997,2.189786099999999,4.999423293532885
-2.5526166999999997,2.340362699999999,4.999890399382026
-2.5526166999999997,2.490939299999999,4.999983192200865
-2.5526166999999997,2.641515899999999,5.0
-2.5526166999999997,2.792092499999999,5.0
-2.5526166999999997,2.942669099999999,5.0
-2.5526166999999997,3.093245699999999,5.0
-2.5526166999999997,3.243822299999999,5.0
-2.5526166999999997,3.3943988999999988,5.0
-2.5526166999999997,3.5449754999999987,5.0
-2.5526166999999997,3.6955520999999987,5.0
-2.5526166999999997,3.8461286999999986,5.0
-2.5526166999999997,3.9967052999999986,5.0
-2.5526166999999997,4.1472818999999985,5.0
-2.5526166999999997,4.2978584999999985,5.0
-2.5526166999999997,4.448435099999999,5.0
-2.5526166999999997,4.5990117,5.0
-2.4183285000000003,-2.7792417,5.0
-2.4183285000000003,-2.6286651,5.0
-2.4183285000000003,-2.4780885,4.999999788421034
-2.4183285000000003,-2.3275119,4.999998613942701
-2.4183285000000003,-2.1769353000000002,4.999981399984391
-2.4183285000000003,-2.0263587000000003,4.999889518081638
-2.4183285000000003,-1.8757821000000001,4.999471412182564
-2.4183285000000003,-1.7252055000000002,4.997937430672473
-2.4183285000000003,-1.5746289000000002,4.9933905908547525
-2.4183285000000003,-1.4240523000000003,4.982545731524006
-2.4183285000000003,-1.2734757000000003,4.961222278408022
-2.4183285000000003,-1.1228991000000001,4.92499237103596
-2.4183285000000003,-0.9723225000000002,4.868206727438319
-2.4183285000000003,-0.8217459000000003,4.782148554728105
-2.4183285000000003,-0.6711693000000003,4.658432264383639
-2.4183285000000003,-0.5205927000000004,4.499359868327046
-2.4183285000000003,-0.3700161000000004,4.326392320033133
-2.4183285000000003,-0.21943950000000045,4.1762798554605896
-2.4183285000000003,-0.0688629000000005,4.084103051835735
-2.4183285000000003,0.08171369999999945,4.061487644949293
-2.4183285000000003,0.2322902999999994,4.088109710036378
-2.4183285000000003,0.38286689999999934,4.133014696654669
-2.4183285000000003,0.5334434999999993,4.18810615632614
-2.4183285000000003,0.6840200999999995,4.271418913399719
-2.4183285000000003,0.8345966999999996,4.396031760112784
-2.4183285000000003,0.9851732999999996,4.547216866203978
-2.4183285000000003,1.1357498999999995,4.6933486189728395
-2.4183285000000003,1.2863264999999995,4.810588860750531
-2.4183285000000003,1.4369030999999994,4.892950082103468
-2.4183285000000003,1.5874796999999994,4.945515733898231
-2.4183285000000003,1.7380562999999993,4.975852581957008
-2.4183285000000003,1.8886328999999993,4.9910147689026765
-2.4183285000000003,2.0392094999999992,4.997274738991756
-2.4183285000000003,2.189786099999999,4.99934069843621
-2.4183285000000003,2.340362699999999,4.999875806229287
-2.4183285000000003,2.490939299999999,4.999980954268411
-2.4183285000000003,2.641515899999999,5.0
-2.4183285000000003,2.792092499999999,5.0
-2.4183285000000003,2.942669099999999,5.0
-2.4183285000000003,3.093245699999999,5.0
-2.4183285000000003,3.243822299999999,5.0
-2.4183285000000003,3.3943988999999988,5.0
-2.4183285000000003,3.5449754999999987,5.0
-2.4183285000000003,3.6955520999999987,5.0
-2.4183285000000003,3.8461286999999986,5.0
-2.4183285000000003,3.9967052999999986,5.0
-2.4183285000000003,4.1472818999999985,5.0
-2.4183285000000003,4.2978584999999985,5.0
-2.4183285000000003,4.448435099999999,5.0
-2.4183285000000003,4.5990117,5.0
-2.2840403,-2.7792417,5.0
-2.2840403,-2.6286651,4.999999993610869
-2.2840403,-2.4780885,4.999999121526587
-2.2840403,-2.3275119,4.999994283676074
-2.2840403,-2.1769353000000002,4.999964955234114
-2.2840403,-2.0263587000000003,4.999833310551162
-2.2840403,-1.8757821000000001,4.999352930864986
-2.2840403,-1.7252055000000002,4.997846722308519
-2.2840403,-1.5746289000000002,4.993760409127154
-2.2840403,-1.4240523000000003,4.984225105897345
-2.2840403,-1.2734757000000003,4.965030113125946
-2.2840403,-1.1228991000000001,4.931081269539938
-2.2840403,-0.9723225000000002,4.87651781978034
-2.2840403,-0.8217459000000003,4.79435068353493
-2.2840403,-0.6711693000000003,4.679758521357482
-2.2840403,-0.5205927000000004,4.538963141101783
-2.2840403,-0.3700161000000004,4.395775246495262
-2.2840403,-0.21943950000000045,4.283972848786032
-2.2840403,-0.0688629000000005,4.226824179971851
-2.2840403,0.08171369999999945,4.21932794394275
-2.2840403,0.2322902999999994,4.23141352562879
-2.2840403,0.38286689999999934,4.236335697667445
-2.2840403,0.5334434999999993,4.239965321583467
-2.2840403,0.6840200999999995,4.27612070447987
-2.2840403,0.8345966999999996,4.370101556344594
-2.2840403,0.9851732999999996,4.511751630500944
-2.2840403,1.1357498999999995,4.664657692580108
-2.2840403,1.2863264999999995,4.794728399307228
-2.2840403,1.4369030999999994,4.887422828082137
-2.2840403,1.5874796999999994,4.945015160621284
-2.2840403,1.7380562999999993,4.976591549264862
-2.2840403,1.8886328999999993,4.991563471822105
-2.2840403,2.0392094999999992,4.997501153463819
-2.2840403,2.189786099999999,4.999404712275037
-2.2840403,2.340362699999999,4.999890399382026
-2.2840403,2.490939299999999,4.999983192200865
-2.2840403,2.641515899999999,5.0
-2.2840403,2.792092499999999,5.0
-2.2840403,2.942669099999999,5.0
-2.2840403,3.093245699999999,5.0
-2.2840403,3.243822299999999,5.0
-2.2840403,3.3943988999999988,5.0
-2.2840403,3.5449754999999987,5.0
-2.2840403,3.6955520999999987,5.0
-2.2840403,3.8461286999999986,5.0
-2.2840403,3.9967052999999986,5.0
-2.2840403,4.1472818999999985,5.0
-2.2840403,4.2978584999999985,5.0
-2.2840403,4.448435099999999,5.0
-2.2840403,4.5990117,5.0
-2.1497520999999997,-2.7792417,5.0
-2.1497520999999997,-2.6286651,4.999999958337632
-2.1497520999999997,-2.4780885,4.999997150767751
-2.1497520999999997,-2.3275119,4.999981559291361
-2.1497520999999997,-2.1769353000000002,4.999904957359018
-2.1497520999999997,-2.0263587000000003,4.9996009711202145
-2.1497520999999997,-1.8757821000000001,4.998661342262114
-2.1497520999999997,-1.7252055000000002,4.996241554892571
-2.1497520999999997,-1.5746289000000002,4.99079111648458
-2.1497520999999997,-1.4240523000000003,4.979584496775547
-2.1497520999999997,-1.2734757000000003,4.9583305043902275
-2.1497520999999997,-1.1228991000000001,4.921894255654756
-2.1497520999999997,-0.9723225000000002,4.866375133604694
-2.1497520999999997,-0.8217459000000003,4.790479495395984
-2.1497520999999997,-0.6711693000000003,4.696388536953375
-2.1497520999999997,-0.5205927000000004,4.592665521170243
-2.1497520999999997,-0.3700161000000004,4.49698497080025
-2.1497520999999997,-0.21943950000000045,4.430000622677415
-2.1497520999999997,-0.0688629000000005,4.400353250680594
-2.1497520999999997,0.08171369999999945,4.3942543732770325
-2.1497520999999997,0.2322902999999994,4.383642628729132
-2.1497520999999997,0.38286689999999934,4.351682340615837
-2.1497520999999997,0.5334434999999993,4.31440329414211
-2.1497520999999997,0.6840200999999995,4.313204976824432
-2.1497520999999997,0.8345966999999996,4.380269977342045
-2.1497520999999997,0.9851732999999996,4.509996366353771
-2.1497520999999997,1.1357498999999995,4.663787863121521
-2.1497520999999997,1.2863264999999995,4.799534777935493
-2.1497520999999997,1.4369030999999994,4.895502944697627
-2.1497520999999997,1.5874796999999994,4.952212957985617
-2.1497520999999997,1.7380562999999993,4.98096156226734
-2.1497520999999997,1.8886328999999993,4.993508030248581
-2.1497520999999997,2.0392094999999992,4.9981566271341435
-2.1497520999999997,2.189786099999999,4.99957435155191
-2.1497520999999997,2.340362699999999,4.999924672670318
-2.1497520999999997,2.490939299999999,4.999988448179854
-2.1497520999999997,2.641515899999999,5.0
-2.1497520999999997,2.792092499999999,5.0
-2.1497520999999997,2.942669099999999,5.0
-2.1497520999999997,3.093245699999999,5.0
-2.1497520999999997,3.243822299999999,5.0
-2.1497520999999997,3.3943988999999988,5.0
-2.1497520999999997,3.5449754999999987,5.0
-2.1497520999999997,3.6955520999999987,5.0
-2.1497520999999997,3.8461286999999986,5.0
-2.1497520999999997,3.9967052999999986,5.0
-2.1497520999999997,4.1472818999999985,5.0
-2.1497520999999997,4.2978584999999985,5.0
-2.1497520999999997,4.448435099999999,5.0
-2.1497520999999997,4.5990117,5.0
-2.0154639,-2.7792417,5.0
-2.0154639,-2.6286651,4.999999788421034
-2.0154639,-2.4780885,4.999992430698947
-2.0154639,-2.3275119,4.999951583600434
-2.0154639,-2.1769353000000002,4.9997596429609485
-2.0154639,-2.0263587000000003,4.999038503008682
-2.0154639,-1.8757821000000001,4.9969438525191805
-2.0154639,-1.7252055000000002,4.9920760331701555
-2.0154639,-1.5746289000000002,4.98259525143213
-2.0154639,-1.4240523000000003,4.965948488737779
-2.0154639,-1.2734757000000003,4.937900221813939
-2.0154639,-1.1228991000000001,4.893021685880705
-2.0154639,-0.9723225000000002,4.829068315026109
-2.0154639,-0.8217459000000003,4.751608155099958
-2.0154639,-0.6711693000000003,4.672889614555566
-2.0154639,-0.5205927000000004,4.605816105143141
-2.0154639,-0.3700161000000004,4.559336216147338
-2.0154639,-0.21943950000000045,4.5358829255153585
-2.0154639,-0.0688629000000005,4.529002222912778
-2.0154639,0.08171369999999945,4.523343419277818
-2.0154639,0.2322902999999994,4.501191859530768
-2.0154639,0.38286689999999934,4.456099905495787
-2.0154639,0.5334434999999993,4.40571274166585
-2.0154639,0.6840200999999995,4.388245126639631
-2.0154639,0.8345966999999996,4.436792654910182
-2.0154639,0.9851732999999996,4.550985572705294
-2.0154639,1.1357498999999995,4.694887955313378
-2.0154639,1.2863264999999995,4.824029609313239
-2.0154639,1.4369030999999994,4.913516253651021
-2.0154639,1.5874796999999994,4.963474574016413
-2.0154639,1.7380562999999993,4.98666969456424
-2.0154639,1.8886328999999993,4.995806811763507
-2.0154639,2.0392094999999992,4.998885885573593
-2.0154639,2.189786099999999,4.999757344377059
-2.0154639,2.340362699999999,4.999959680185908
-2.0154639,2.490939299999999,4.9999938167562465
-2.0154639,2.641515899999999,5.0
-2.0154639,2.792092499999999,5.0
-2.0154639,2.942669099999999,5.0
-2.0154639,3.093245699999999,5.0
-2.0154639,3.243822299999999,5.0
-2.0154639,3.3943988999999988,5.0
-2.0154639,3.5449754999999987,5.0
-2.0154639,3.6955520999999987,5.0
-2.0154639,3.8461286999999986,5.0
-2.0154639,3.9967052999999986,5.0
-2.0154639,4.1472818999999985,5.0
-2.0154639,4.2978584999999985,5.0
-2.0154639,4.448435099999999,5.0
-2.0154639,4.5990117,5.0
-1.8811757,-2.7792417,5.0
-1.8811757,-2.6286651,4.999999163188956
-1.8811757,-2.4780885,4.999982949824025
-1.8811757,-2.3275119,4.999893275251075
-1.8811757,-2.1769353000000002,4.999483993508083
-1.8811757,-2.0263587000000003,4.998000857160527
-1.8811757,-1.8757821000000001,4.99382931039748
-1.8811757,-1.7252055000000002,4.984603726396356
-1.8811757,-1.5746289000000002,4.968039176519989
-1.8811757,-1.4240523000000003,4.9421626831505945
-1.8811757,-1.2734757000000003,4.903341583586274
-1.8811757,-1.1228991000000001,4.845337089155034
-1.8811757,-0.9723225000000002,4.765600921260971
-1.8811757,-0.8217459000000003,4.675071474712905
-1.8811757,-0.6711693000000003,4.597446362203442
-1.8811757,-0.5205927000000004,4.553459784913496
-1.8811757,-0.3700161000000004,4.545569177887771
-1.8811757,-0.21943950000000045,4.558228972105567
-1.8811757,-0.0688629000000005,4.571410094642538
-1.8811757,0.08171369999999945,4.572684817521152
-1.8811757,0.2322902999999994,4.558228280460797
-1.8811757,0.38286689999999934,4.529549179821994
-1.8811757,0.5334434999999993,4.497580724398316
